Company Name,Website,Executive First Name,Executive Last Name,Address,City,State,ZIP Code,Primary SIC Code,Executive Ethnicity,Executive Gender,Random_number
Belleville Church Of Christ,Belleville.Homestead.Com,James,Hahn,5635 S County Road 200 E,Clayton,IN,46118,866107,Western Europe,Male,0.007140439
First Lutheran Church,Flcwashburn.Com,Erik,Johnson,816 5th Ave,Washburn,ND,58577,866107,Western Europe,Male,0.007151754
Cedar Grove Missionary Baptist,Thecedargrovebaptistchurch.Com,Paul H,Fleming,3300 Grange Hall Rd,Vicksburg,MS,39180,866107,Western Europe,Male,0.007168532
United Methodist Chr-Rancho,Rcumc.Net,Becky,Goodwin,2101 Zinfandel Dr,Rancho Cordova,CA,95670,866107,Western Europe,Female,0.007173366
My Church,Mychurchaz.Com,Dusty,Farmer,PO Box 1711,Sahuarita,AZ,85629,866107,African American,Male,0.007177668
Maryville First Baptist Church,Fbcmaryville.Org,Stan,Breeden,202 W Lamar Alexander Pkwy,Maryville,TN,37801,866107,Western Europe,Male,0.007183514
First Chinese Baptist Church,Fcbc.Org,Benny,Wong,942 Yale St,Los Angeles,CA,90012,866107,Far Eastern,Male,0.007190101
Ives Chapel United Mthdst Chr,Umc.Org,Jennifer A,Anderson,1018 Miami St,Baldwin City,KS,66006,866107,Scandinavian,Female,0.00720207
Grace Be Unto You Outreach Chr,Gracebeuntoyou.Org,Bill,Chancy,3195 Airport Rd,Colorado Springs,CO,80910,866127,Western Europe,Male,0.007205025
First Landmark Missionary Chr,Abaptist.Org,Randy,Baker,2117 Highway 62 412,Highland,AR,72542,866107,Western Europe,Male,0.007208079
Free Will Baptist Ministries,Fwbfm.Com,,,2945 Camp Creek Rd,Greeneville,TN,37743,866107,Uncoded,,0.007220454
Redeeming Life Ministries Intl,Rlmintl.Org,Daniel,Salley,7845 Port Tobacco Rd,Port Tobacco,MD,20677,866107,Western Europe,Male,0.007222056
West Metro Community Church,Westmetro.Org,,,650 S Yukon Pkwy,Yukon,OK,73099,866107,Uncoded,,0.007230907
LA Crescent Evangelical Free,Lacrescentfree.Org,,,1675 County 6,La Crescent,MN,55947,866107,Uncoded,,0.007243316
Full Gospel United Church,Fguctv.Com,,,16808 Northern Blvd,Flushing,NY,11358,866107,Uncoded,,0.007244146
Sawyer Evangelical Church,Sawyerchurch.Com,Barry,Troyer,777 S Kendall Ave,Bradford,PA,16701,866107,Western Europe,Male,0.007267173
Cross Of Hope Lutheran Church,Crossofhope.Com,Jason,Lukis,5730 179th Ln NW,Anoka,MN,55303,866107,Western Europe,Male,0.007267895
First Baptist Church,Firstbaptisthwhite.Org,Paul,Mcdowell,112 W 4th St,White,SD,57276,866107,Western Europe,Male,0.007268672
Freedom Life Ctr Church,Freedomlcchurch.Org,Ronald O,Kissel,4600 N Saint Joseph Ave,Evansville,IN,47720,866107,Western Europe,Male,0.007272154
Crescent First United Mthdst,Crescent1umc.Org,Roger W,Pitt,E Monroe St,Crescent,OK,73028,866107,Western Europe,Male,0.007276695
Hazelwood Baptist Church,Hazelwoodbaptist.Com,Jim,Walker,6161 Howdershell Rd,Hazelwood,MO,63042,866107,Western Europe,Male,0.007278077
Faith United Fellowship,Faithunitedfellowship.Com,Gordon K,Hine,186 27th Ave,Vero Beach,FL,32968,866107,Western Europe,Male,0.007283674
Anderson South New United,Andersonumc.Org,Timothy,Howard,1315 W Mcdowell Rd,Jackson,MS,39204,866107,Western Europe,Male,0.007285164
Calvary Baptist Church,Cbcwells.Org,Andrew,Pearle,37 Warner Rd,Wells,TX,75976,866107,Western Europe,Male,0.007302206
Pittsburgh Baptist Church,Pittsburghslavicbaptistchurch.Com,Kim,Grueser,3100 Pioneer Ave,Pittsburgh,PA,15226,866107,Western Europe,Female,0.007305473
St Matthew Deaf Luth Church,Christchurchwoodside.Com,,,,Woodside,NY,11377,866107,Uncoded,,0.007308623
Beverly Reformed Church,Beverlyreformedchurch.Org,Eildert,Zwart,2141 Porter St SW,Wyoming,MI,49519,866107,Western Europe,Male,0.007312646
First St Peter AME,Amechurch.Com,Nathaniel,Brown,1074 S Indian Creek Dr,Stone Mountain,GA,30083,866107,Western Europe,Male,0.007320401
St John's Lutheran Church,Stjohnswestminster.Org,Kristin,Dubsky,827 Leisters Church Rd,Westminster,MD,21157,866107,Eastern European,Female,0.007327621
Cathedral Church,Icathedral.Org,Randy,Neary,2350 Eastex Fwy,Beaumont,TX,77703,866107,Western Europe,Male,0.007334439
Maurepas Baptist Church,Maurepas.Lpsb.Org,Glynn,Reine,24309 Highway 22,Maurepas,LA,70449,866107,Western Europe,Male,0.007346028
Cincinnati Friends Meeting,Cincinnatifriends.Org,Dan,Kastelan,8075 Keller Rd,Cincinnati,OH,45243,866107,Uncoded,Male,0.007348914
Scenic Woods Church,Scenicwoodscoc.Com,Rick,Bailey,7300 Langley Rd,Houston,TX,77016,866107,Western Europe,Male,0.007364193
Perry-Lake Erie Church Of God,Lakeeriechurch.Com,Kevin,Mc Glamery,3050 Antioch Rd,Perry,OH,44081,866107,Western Europe,Male,0.007375745
Church In The Son,Thegodencounter.Com,Alex,Clattenburg,4484 N John Young Pkwy,Orlando,FL,32804,866107,Western Europe,Male,0.007399281
Liberty Baptist Augusta,Libertybaptistaugusta.Com,Don,Darden Jr,1232 Anderson Ave,Augusta,GA,30901,866107,Western Europe,Male,0.007399982
Iglesia De Dios Pentecostal Mi,Iglesiavictoriosa.Com,Jose A,Martinez,904 W 145th St,East Chicago,IN,46312,866107,Hispanic,Male,0.007418115
Remington United Methodist Chr,Remingtonchurch.Org,Walt,Westbrook,150 W Bowen St,Remington,VA,22734,866107,Western Europe,Male,0.00742261
Fellowship Bible Church,Fbctopeka.Com,Joe,Hishmeh,6800 SW 10th Ave,Topeka,KS,66615,866107,Middle Eastern,Male,0.007425571
Galvez Pentecostal Church,Greatlifebegins.Com,Cresley J,Pierce,15267 Joe Sevario Rd,Gonzales,LA,70737,866107,Western Europe,Male,0.00742987
Calvary Chapel Paso Robles,Calvarypaso.Org,Aaron,Newman,1615 Commerce Way # A,Paso Robles,CA,93446,866107,Western Europe,Male,0.00743497
First United Methodist Church,Umc.Org,Jonathan,King,2018 Front St,Coushatta,LA,71019,866107,Western Europe,Male,0.007437833
Floodgates-Heaven Intl Mnstrs,Floodgatesofheavenministries.Org,Sylvester,Ofori,44 Coburn Ave,Orlando,FL,32805,866107,African American,Male,0.00744033
South Mountain Bible Church,Smbiblechurch.Org,William,Gray,11275 S Mountain Rd,Fayetteville,PA,17222,866107,Western Europe,Male,0.007447286
